competencia,uf,tipo_estabelecimento,natureza_juridica,qtd_estabelecimentos
2021-04,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,685
2021-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,285
2021-04,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,316
2021-04,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,222
2021-04,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,190
2021-04,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4374
2021-04,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,973
2021-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,395
2021-04,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,440
2021-04,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,302
2021-04,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,270
2021-07,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5023
2021-07,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1114
2021-07,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,463
2021-07,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,527
2021-07,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,350
2021-07,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,305
2021-07,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3200
2021-07,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,718
2021-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,275
2021-07,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,324
2021-07,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,221
2021-07,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,188
2021-07,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4393
2021-07,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,964
2021-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,399
2021-07,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,439
2021-07,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,317
2021-07,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,264
2021-10,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5029
2021-10,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1096
2021-10,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,474
2021-10,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,494
2021-10,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,360
2021-10,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,309
2021-10,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3152
2021-10,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,693
2021-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,286
2021-10,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,318
2021-10,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,214
2021-10,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,187
2021-10,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4297
2021-10,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,981
2021-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,410
2021-10,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,441
2021-10,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,309
2021-10,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,263
2022-01,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,4971
2022-01,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1095
2022-01,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,451
2022-01,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,501
2022-01,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,356
2022-01,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,307
2022-01,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3198
2022-01,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,701
2022-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,290
2022-01,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,330
2022-01,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,220
2022-01,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,191
2022-01,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4575
2022-01,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,958
2022-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,406
2022-01,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,434
2022-01,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,306
2022-01,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,260
2022-04,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5074
2022-04,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1134
2022-04,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,461
2022-04,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,505
2022-04,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,359
2022-04,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,297
2022-04,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3175
2022-04,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,707
2022-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,285
2022-04,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,320
2022-04,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,225
2022-04,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,195
2022-04,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4456
2022-04,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,998
2022-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,410
2022-04,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,444
2022-04,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,305
2022-04,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,257
2022-07,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5147
2022-07,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1094
2022-07,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,467
2022-07,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,517
2022-07,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,358
2022-07,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,303
2022-07,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3227
2022-07,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,691
2022-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,291
2022-07,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,319
2022-07,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,225
2022-07,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,193
2022-07,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4456
2022-07,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,976
2022-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,408
2022-07,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,455
2022-07,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,320
2022-07,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,271
2022-10,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5131
2022-10,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1126
2022-10,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,460
2022-10,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,512
2022-10,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,352
2022-10,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,315
2022-10,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3236
2022-10,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,715
2022-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,288
2022-10,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,319
2022-10,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,224
2022-10,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,199
2022-10,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4572
2022-10,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,983
2022-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,400
2022-10,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,456
2022-10,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,308
2022-10,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,273
2023-01,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5227
2023-01,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1124
2023-01,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,463
2023-01,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,522
2023-01,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,363
2023-01,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,315
2023-01,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3211
2023-01,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,690
2023-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,293
2023-01,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,316
2023-01,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,231
2023-01,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,197
2023-01,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4397
2023-01,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,976
2023-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,404
2023-01,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,442
2023-01,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,305
2023-01,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,272
2023-04,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5180
2023-04,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1185
2023-04,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,450
2023-04,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,515
2023-04,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,361
2023-04,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,303
2023-04,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3187
2023-04,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,719
2023-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,290
2023-04,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,321
2023-04,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,223
2023-04,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,195
2023-04,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4586
2023-04,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1009
2023-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,410
2023-04,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,460
2023-04,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,321
2023-04,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,270
2023-07,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5256
2023-07,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1128
2023-07,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,467
2023-07,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,529
2023-07,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,363
2023-07,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,314
2023-07,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3247
2023-07,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,724
2023-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,293
2023-07,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,327
2023-07,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,223
2023-07,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,195
2023-07,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4501
2023-07,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,993
2023-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,413
2023-07,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,453
2023-07,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,321
2023-07,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,271
2023-10,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5182
2023-10,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1125
2023-10,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,471
2023-10,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,525
2023-10,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,362
2023-10,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,317
2023-10,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3349
2023-10,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,714
2023-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,288
2023-10,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,322
2023-10,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,229
2023-10,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,194
2023-10,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4502
2023-10,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,993
2023-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,412
2023-10,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,454
2023-10,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,317
2023-10,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,270
2024-01,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5422
2024-01,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1171
2024-01,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,468
2024-01,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,519
2024-01,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,366
2024-01,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,319
2024-01,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3384
2024-01,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,715
2024-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,298
2024-01,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,330
2024-01,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,226
2024-01,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,203
2024-01,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4518
2024-01,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1018
2024-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,410
2024-01,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,458
2024-01,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,312
2024-01,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,272
2024-04,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5309
2024-04,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1186
2024-04,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,482
2024-04,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,543
2024-04,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,377
2024-04,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,325
2024-04,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3333
2024-04,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,752
2024-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,303
2024-04,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,334
2024-04,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,238
2024-04,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,203
2024-04,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4923
2024-04,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1060
2024-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,443
2024-04,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,474
2024-04,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,334
2024-04,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,291
2024-07,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5495
2024-07,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1167
2024-07,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,479
2024-07,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,548
2024-07,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,377
2024-07,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,325
2024-07,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3456
2024-07,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,740
2024-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,312
2024-07,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,343
2024-07,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,243
2024-07,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,201
2024-07,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4933
2024-07,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1064
2024-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,415
2024-07,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,478
2024-07,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,337
2024-07,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,290
2024-10,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5576
2024-10,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1233
2024-10,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,505
2024-10,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,550
2024-10,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,389
2024-10,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,320
2024-10,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3411
2024-10,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,731
2024-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,300
2024-10,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,345
2024-10,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,242
2024-10,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,205
2024-10,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4852
2024-10,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1080
2024-10,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,421
2024-10,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,490
2024-10,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,338
2024-10,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,281
2025-01,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5593
2025-01,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1218
2025-01,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,503
2025-01,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,562
2025-01,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,387
2025-01,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,337
2025-01,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3476
2025-01,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,767
2025-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,321
2025-01,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,350
2025-01,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,249
2025-01,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,206
2025-01,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,5057
2025-01,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1089
2025-01,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,436
2025-01,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,504
2025-01,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,341
2025-01,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,295
2025-04,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5504
2025-04,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1228
2025-04,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,497
2025-04,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,551
2025-04,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,393
2025-04,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,344
2025-04,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3538
2025-04,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,773
2025-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,321
2025-04,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,362
2025-04,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,245
2025-04,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,212
2025-04,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,5012
2025-04,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1090
2025-04,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,447
2025-04,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,500
2025-04,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,346
2025-04,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,303
2025-07,BR,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,5751
2025-07,SP,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,1228
2025-07,RJ,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,520
2025-07,MG,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,568
2025-07,BA,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,387
2025-07,RS,Cl<c3><ad>nica/Centro Especialidade,P<c3><ba>blico,337
2025-07,BR,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,3594
2025-07,SP,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,791
2025-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,318
2025-07,MG,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,352
2025-07,BA,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,248
2025-07,RS,Cl<c3><ad>nica/Centro Especialidade,Filantr<c3><b3>pico,213
2025-07,BR,Cl<c3><ad>nica/Centro Especialidade,Privado,4988
2025-07,SP,Cl<c3><ad>nica/Centro Especialidade,Privado,1106
2025-07,RJ,Cl<c3><ad>nica/Centro Especialidade,Privado,440
2025-07,MG,Cl<c3><ad>nica/Centro Especialidade,Privado,492
2025-07,BA,Cl<c3><ad>nica/Centro Especialidade,Privado,341
2025-07,RS,Cl<c3><ad>nica/Centro Especialidade,Privado,292
2018-01,BR,SADT,P<c3><ba>blico,7098
2018-01,SP,SADT,P<c3><ba>blico,1609
2018-01,RJ,SADT,P<c3><ba>blico,644
2018-01,MG,SADT,P<c3><ba>blico,710
2018-01,BA,SADT,P<c3><ba>blico,497
2018-01,RS,SADT,P<c3><ba>blico,436
2018-01,BR,SADT,Filantr<c3><b3>pico,4442
2018-01,SP,SADT,Filantr<c3><b3>pico,990
2018-01,RJ,SADT,Filantr<c3><b3>pico,400
2018-01,MG,SADT,Filantr<c3><b3>pico,448
2018-01,BA,SADT,Filantr<c3><b3>pico,312
2018-01,RS,SADT,Filantr<c3><b3>pico,271
2018-01,BR,SADT,Privado,6311
2018-01,SP,SADT,Privado,1390
2018-01,RJ,SADT,Privado,579
2018-01,MG,SADT,Privado,626
2018-01,BA,SADT,Privado,439
2018-01,RS,SADT,Privado,391
2018-04,BR,SADT,P<c3><ba>blico,7160
2018-04,SP,SADT,P<c3><ba>blico,1579
2018-04,RJ,SADT,P<c3><ba>blico,655
2018-04,MG,SADT,P<c3><ba>blico,718
2018-04,BA,SADT,P<c3><ba>blico,509
2018-04,RS,SADT,P<c3><ba>blico,427
2018-04,BR,SADT,Filantr<c3><b3>pico,4634
